LFQ intensity MCI_003,LFQ intensity MCI_154,LFQ intensity MCI_242,LFQ intensity MCI_219,LFQ intensity MCI_068,LFQ intensity CTRL_019,LFQ intensity CTRL_275,LFQ intensity CTRL_375,LFQ intensity CTRL_351,LFQ intensity CTRL_111,LFQ intensity AD_214,LFQ intensity AD_082,LFQ intensity AD_075,LFQ intensity AD_078,LFQ intensity AD_059,Protein IDs,Protein names,Gene names,Fasta headers
113201808,86237584,86983024,81173616,89810992,82961208,68031832,56394956,65976180,48655324,99388464,74243800,103547464,105754048,0,P07858,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,CTSB,sp|P07858|CATB_HUMAN Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3
566374400,508706176,666027328,463818816,545138176,537721600,900198336,782092608,639907776,546461952,596667712,926440960,750478400,646457920,573400896,P07998,Ribonuclease pancreatic,RNASE1,sp|P07998|RNAS1_HUMAN Ribonuclease pancreatic OS=Homo sapiens OX=9606 GN=RNASE1 PE=1 SV=4
69192512,44232644,43325728,58214864,69569496,49909348,45699548,88603088,58858892,62481456,47149028,52592520,54065916,32126952,42027204,P08123,Collagen alpha-2(I) chain,COL1A2,sp|P08123|CO1A2_HUMAN Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7
70750480,65776656,50499032,48445996,0,73417312,57444436,82029576,84967824,73145480,86487872,87718288,119120688,78386224,67220160,P08174,Complement decay-accelerating factor,CD55,sp|P08174|DAF_HUMAN Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=4
639705856,401984416,510648768,511108160,520167648,183786992,145277088,236832448,240361728,521382432,560955264,677468992,678918144,588786880,575319168,P08185,Corticosteroid-binding globulin,SERPINA6,sp|P08185|CBG_HUMAN Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1
7024681.5,0,11247178,14955995,9845244,0,0,0,0,0,8269610.5,0,7254664,6488318,6099137,P08195,4F2 cell-surface antigen heavy chain,SLC3A2,sp|P08195|4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3
77232872,34385084,45348868,60321584,77874848,57555872,65439112,60440084,46268716,52344104,48708004,53450172,49676480,40151156,66971004,P08253,72 kDa type IV collagenase;PEX,MMP2,sp|P08253|MMP2_HUMAN 72 kDa type IV collagenase OS=Homo sapiens OX=9606 GN=MMP2 PE=1 SV=2
431768160,272616416,400239840,456725408,448120032,405070848,350963072,357227008,374971616,269636256,490724800,495287552,282365888,327147776,278189632,P08294,Extracellular superoxide dismutase [Cu-Zn],SOD3,sp|P08294|SODE_HUMAN Extracellular superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD3 PE=1 SV=2
624961280,660050304,525539392,586494144,644807168,573241024,638222208,584152704,496096576,579890880,480127456,548138112,502096000,593968064,543546880,P08571,"Monocyte differentiation antigen CD14;Monocyte differentiation antigen CD14, urinary form;Monocyte differentiation antigen CD14, membrane-bound form",CD14,sp|P08571|CD14_HUMAN Monocyte differentiation antigen CD14 OS=Homo sapiens OX=9606 GN=CD14 PE=1 SV=2
3315833344,3136421888,2997182720,3011818752,3108414208,2826657536,2410653440,2878199040,2752365824,2259456256,2571634432,3103232000,2949541120,3186129920,3740577792,P08603,Complement factor H,CFH,sp|P08603|CFAH_HUMAN Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4
813926720,845664704,948194560,836424640,856760640,633482496,526412928,493343456,574638976,739219008,701691776,691940288,711445568,562730368,868171264,P08697,Alpha-2-antiplasmin,SERPINF2,sp|P08697|A2AP_HUMAN Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3
32451116,24738554,29094274,29775234,38286536,24486538,15525723,25781494,15226573,22685476,43501212,40127476,29744356,36737240,36078440,P09104,Gamma-enolase,ENO2,sp|P09104|ENOG_HUMAN Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3
30178102,0,0,13218645,13553424,17304470,17803730,21216302,15360436,13030903,23168078,17571994,0,12080013,17950364,P09211,Glutathione S-transferase P,GSTP1,sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2
21156248,19796314,19833702,28967908,17410244,33625764,26654902,19581166,15347754,14284879,0,0,20979106,0,43438328,P09382,Galectin-1,LGALS1,sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2
25036290,9417881,28264370,12611978,15834143,19774830,21408198,37519704,26721888,20600740,32753782,47750204,35782472,13986868,17888628,P09417,Dihydropteridine reductase,QDPR,sp|P09417|DHPR_HUMAN Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2
276650016,141443264,173080544,212746576,150774528,152341888,148107440,155240496,110215816,189047360,191839648,166065664,165953072,147734624,155708576,P09486,SPARC,SPARC,sp|P09486|SPRC_HUMAN SPARC OS=Homo sapiens OX=9606 GN=SPARC PE=1 SV=1
46451940,31018236,30220004,35437172,39780032,23810546,22061924,28793980,30309420,25594700,43436892,52506500,52687320,39003764,39471748,P09603,Macrophage colony-stimulating factor 1;Processed macrophage colony-stimulating factor 1,CSF1,sp|P09603|CSF1_HUMAN Macrophage colony-stimulating factor 1 OS=Homo sapiens OX=9606 GN=CSF1 PE=1 SV=2
48936336,93786336,31951286,87323360,74457088,51806724,27294898,0,28339518,54105940,72466288,0,59918496,57235792,55569576,P09668,Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain,CTSH,sp|P09668|CATH_HUMAN Pro-cathepsin H OS=Homo sapiens OX=9606 GN=CTSH PE=1 SV=4
1049892160,940338560,838083456,869378048,1039577920,877538560,1093274496,937198208,898390336,845775616,791034176,835540032,782418688,698683968,942343360,P09871,Complement C1s subcomponent;Complement C1s subcomponent heavy chain;Complement C1s subcomponent light chain,C1S,sp|P09871|C1S_HUMAN Complement C1s subcomponent OS=Homo sapiens OX=9606 GN=C1S PE=1 SV=1
79351920,94214368,85082984,97712104,68199072,92468320,93267336,108557448,101104672,104469808,93210760,84980888,95581192,89159264,98597792,P09972,Fructose-bisphosphate aldolase C,ALDOC,sp|P09972|ALDOC_HUMAN Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2
40467992,201012720,161737872,469293312,472711840,227335584,263898208,0,0,139870592,126950768,366386784,457238752,117661288,241742976,P0C0L4,Complement C4-A;Complement C4 beta chain;Complement C4-A alpha chain;C4a anaphylatoxin;C4b-A;C4d-A;Complement C4 gamma chain,C4A,sp|P0C0L4|CO4A_HUMAN Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=2
5861034496,8599006208,12468605952,12523150336,13920999424,11550722048,13026991104,10406568960,8939095040,7267419136,10470245376,13408461824,12067777536,12872071168,13834074112,P0C0L5,Complement C4-B;Complement C4 beta chain;Complement C4-B alpha chain;C4a anaphylatoxin;C4b-B;C4d-B;Complement C4 gamma chain,C4B,sp|P0C0L5|CO4B_HUMAN Complement C4-B OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=2
0,9982806,0,0,0,38189400,29473632,0,0,18816958,0,0,0,0,0,P62987,Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin,UBA52;RPS27A;UBB;UBC,sp|P62987|RL40_HUMAN Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2;sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2;sp|P0CG47|UBB_HUMAN Polyubiquitin-B OS=Homo sapiens O
101573168,251419744,174402832,163872432,178258656,345546784,239597360,185425328,223170896,291319584,95976488,128288504,29373286,121291872,85981472,P0DOX2,,,sp|P0DOX2|IGA2_HUMAN Immunoglobulin alpha-2 heavy chain OS=Homo sapiens OX=9606 PE=1 SV=2
17443225600,25941977088,22883895296,20175075328,16860419072,26772955136,36325609472,16675090432,16903384064,31684845568,16001389568,12073661440,10496129024,16892650496,12467049472,P0DOX5,Ig gamma-1 chain C region,IGHG1,sp|P0DOX5|IGG1_HUMAN Immunoglobulin gamma-1 heavy chain OS=Homo sapiens OX=9606 PE=1 SV=2;sp|P01857|IGHG1_HUMAN Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1
6494398976,9676617728,4883128320,7938855424,7301092864,11909411840,11056308224,8198161408,9391411200,9456757760,5666827264,5170956800,4091170048,6602868736,5326326784,P0DOX7,,,sp|P0DOX7|IGK_HUMAN Immunoglobulin kappa light chain OS=Homo sapiens OX=9606 PE=1 SV=1
1900667264,4045690368,6611233792,4524651008,3849718784,4275579136,5219772928,4492652544,5917029888,6847023616,3339391232,2154021376,2812385792,5988100608,2659525376,P0DOX8,Immunoglobulin lambda-like polypeptide 5;Ig lambda-1 chain C regions,IGLL5;IGLC1,sp|P0DOX8|IGL1_HUMAN Immunoglobulin lambda-1 light chain OS=Homo sapiens OX=9606 PE=1 SV=1;sp|B9A064|IGLL5_HUMAN Immunoglobulin lambda-like polypeptide 5 OS=Homo sapiens OX=9606 GN=IGLL5 PE=2 SV=2;sp|P0CG04|IGLC1_HUMAN Immunoglobulin lambda constant 1 OS=H
246918160,619366400,794324864,438257024,559765440,496306752,681606784,405486752,343520832,592963584,583742592,383489216,289059232,585828928,284032544,P0DOY2,,,sp|P0DOY2|IGLC2_HUMAN Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1;sp|P0DOY3|IGLC3_HUMAN Immunoglobulin lambda constant 3 OS=Homo sapiens OX=9606 GN=IGLC3 PE=1 SV=1
22820428,0,30702460,36274320,0,0,0,0,0,0,20426856,27672550,23191674,19773186,20119744,P0DP25,,,sp|P0DP25|CALM3_HUMAN Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1;sp|P0DP24|CALM2_HUMAN Calmodulin-2 OS=Homo sapiens OX=9606 GN=CALM2 PE=1 SV=1;sp|P0DP23|CALM1_HUMAN Calmodulin-1 OS=Homo sapiens OX=9606 GN=CALM1 PE=1 SV=1
94080832,91287864,109231584,68324552,122525904,232081328,137145120,144374560,108479824,142305408,145682976,150739248,151208896,164133456,122551600,P0DP58,,,sp|P0DP58|LYNX1_HUMAN Ly-6/neurotoxin-like protein 1 OS=Homo sapiens OX=9606 GN=LYNX1 PE=1 SV=1
6263966,0,15720716,6451797.5,0,0,0,2796217.5,0,0,0,0,0,11274955,0,P10253,Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase,GAA,sp|P10253|LYAG_HUMAN Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4
2520852736,2616214784,3571166208,2620084224,2372316672,3519756032,3354172928,3155917312,2920892416,2746730496,3807696128,4641692160,4468816384,3458753280,3210524928,P10451,Osteopontin,SPP1,sp|P10451|OSTP_HUMAN Osteopontin OS=Homo sapiens OX=9606 GN=SPP1 PE=1 SV=1
7032510.5,7641327.5,14950573,0,0,22398782,9729636,9267070,9918550,9514440,16458056,9800505,13075774,24513476,15823537,P10586,Receptor-type tyrosine-protein phosphatase F,PTPRF,sp|P10586|PTPRF_HUMAN Receptor-type tyrosine-protein phosphatase F OS=Homo sapiens OX=9606 GN=PTPRF PE=1 SV=2
50444720,34765256,53318324,42822400,31803670,30927314,21454668,22852936,23179448,31983708,45822828,53131400,70552720,51527096,43407460,P10599,Thioredoxin,TXN,sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3
1261953024,828762048,935329088,1052485696,1064453760,821141504,1080706944,547388416,835051968,670093568,886563456,679973632,875773440,1066131776,1060392640,P10643,Complement component C7,C7,sp|P10643|CO7_HUMAN Complement component C7 OS=Homo sapiens OX=9606 GN=C7 PE=1 SV=2
1746880000,2179426816,1763326592,2288846080,1609189504,3453720320,2316660480,1863545472,1554220800,2595730944,3653636352,2834298624,4543969792,4104796672,2260001280,P10645,Chromogranin-A;Vasostatin-1;Vasostatin-2;EA-92;ES-43;Pancreastatin;SS-18;WA-8;WE-14;LF-19;Catestatin;AL-11;GV-19;GR-44;ER-37;GE-25;Serpinin-RRG;Serpinin;p-Glu serpinin precursor,CHGA,sp|P10645|CMGA_HUMAN Chromogranin-A OS=Homo sapiens OX=9606 GN=CHGA PE=1 SV=7
13846854,0,10291201,0,0,7670437.5,7402731.5,10044921,8531164,0,0,20733162,0,0,14605782,P10721,Mast/stem cell growth factor receptor Kit,KIT,sp|P10721|KIT_HUMAN Mast/stem cell growth factor receptor Kit OS=Homo sapiens OX=9606 GN=KIT PE=1 SV=1
20565161984,19889305600,21525870592,21655103488,21925763072,20388280320,17868152832,20607809536,19145238528,18659166208,20457484288,22408744960,23544190976,21493329920,22443466752,P10909,Clusterin;Clusterin beta chain;Clusterin alpha chain,CLU,sp|P10909|CLUS_HUMAN Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1
26916028,38974504,49488456,34604284,39540976,45307084,35769044,41657752,31707232,42761636,34070796,34424976,46752540,33038836,32092018,P11021,78 kDa glucose-regulated protein,HSPA5,sp|P11021|BIP_HUMAN Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2
21265332,9085436,10118470,0,7987722.5,8132595.5,6910589,7933632,7727422.5,7070545,0,11360723,14579784,0,0,P11047,Laminin subunit gamma-1,LAMC1,sp|P11047|LAMC1_HUMAN Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3
65846928,68028968,73428592,72269592,42357556,67535720,83563896,69429584,62966372,56868868,54582492,59934424,55275420,53983908,51490548,P11362,Fibroblast growth factor receptor 1,FGFR1,sp|P11362|FGFR1_HUMAN Fibroblast growth factor receptor 1 OS=Homo sapiens OX=9606 GN=FGFR1 PE=1 SV=3
388317344,303850720,371391744,364617728,336403648,405080032,369687712,279951488,261399360,336661280,256829600,275536416,269401888,287055040,333223424,P12109,Collagen alpha-1(VI) chain,COL6A1,sp|P12109|CO6A1_HUMAN Collagen alpha-1(VI) chain OS=Homo sapiens OX=9606 GN=COL6A1 PE=1 SV=3
40948168,31531058,22024210,33711752,35780016,24323748,28679446,49263904,41730052,29975258,29822972,30511150,40376232,26859128,34757716,P12111,Collagen alpha-3(VI) chain,COL6A3,sp|P12111|CO6A3_HUMAN Collagen alpha-3(VI) chain OS=Homo sapiens OX=9606 GN=COL6A3 PE=1 SV=5
299249664,101161400,173451824,190292672,131891624,124382488,139616384,219851600,171626560,179203648,148418064,204654928,87373016,90089992,105177152,P12259,Coagulation factor V;Coagulation factor V heavy chain;Coagulation factor V light chain,F5,sp|P12259|FA5_HUMAN Coagulation factor V OS=Homo sapiens OX=9606 GN=F5 PE=1 SV=4
44369432,37824416,81197520,54152668,50213208,46636996,37934048,33580988,28192974,47775448,0,0,47940904,46308256,45722584,P13473,Lysosome-associated membrane glycoprotein 2,LAMP2,sp|P13473|LAMP2_HUMAN Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=2
357914816,330079872,306786336,370859072,269444800,378766944,321930880,309551776,294977856,357184672,466497920,417112224,623022720,464910080,322992768,P13521,Secretogranin-2;Secretoneurin;Manserin,SCG2,sp|P13521|SCG2_HUMAN Secretogranin-2 OS=Homo sapiens OX=9606 GN=SCG2 PE=1 SV=2
1232724864,1237912320,1139191552,1383148928,1110536704,1611435648,1369655808,1391334400,1339913088,1374775936,1707919616,1612891264,1738371456,1748141824,1453566720,P13591,Neural cell adhesion molecule 1,NCAM1,sp|P13591|NCAM1_HUMAN Neural cell adhesion molecule 1 OS=Homo sapiens OX=9606 GN=NCAM1 PE=1 SV=3
63221612,39321856,39757936,52037428,62726864,51219024,42755144,49350832,44388996,32301382,58398764,57857336,44629452,70313032,71808512,P13611,Versican core protein,VCAN,sp|P13611|CSPG2_HUMAN Versican core protein OS=Homo sapiens OX=9606 GN=VCAN PE=1 SV=3
76517824,62278524,96042472,83241992,102166064,39763952,37983684,72490032,79579488,52781948,36410788,94331568,87316656,94638104,110385080,P13671,Complement component C6,C6,sp|P13671|CO6_HUMAN Complement component C6 OS=Homo sapiens OX=9606 GN=C6 PE=1 SV=3
733914560,414538304,689713344,736030656,706961280,496876960,453394208,483092032,831543360,492833568,690757504,774467072,1008677760,683065152,443445344,P13987,CD59 glycoprotein,CD59,sp|P13987|CD59_HUMAN CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1
0,0,0,0,13888810,0,0,0,17746016,0,30772138,14355167,15963313,30930576,0,P14174,Macrophage migration inhibitory factor,MIF,sp|P14174|MIF_HUMAN Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4
12215816,7777670,11840023,16064525,10126429,19369234,11207331,0,0,19139858,16748105,14832315,16189009,12660114,12803734,P14314,Glucosidase 2 subunit beta,PRKCSH,sp|P14314|GLU2B_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2
29032462,15641768,20723764,14689087,27067558,14203186,21392358,24320212,16200251,14736311,13797998,0,11103933,9636767,15664124,P14543,Nidogen-1,NID1,sp|P14543|NID1_HUMAN Nidogen-1 OS=Homo sapiens OX=9606 GN=NID1 PE=1 SV=3
303294624,280069408,313993408,332942400,293894592,365440256,285780608,289453536,275884768,252352272,350937760,365931392,369520480,383499968,413326688,P14618,Pyruvate kinase PKM,PKM,sp|P14618|KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4
15614898,0,17226852,23976966,17367402,20000160,18021286,11900523,10813319,6050435.5,23336534,18127822,16754774,23938838,21907460,P14625,Endoplasmin,HSP90B1,sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1
239767696,135025456,155473888,168177456,201181824,118496304,125042216,152767568,115261744,125094576,167750576,128283448,152169456,155042880,138731008,P16035,Metalloproteinase inhibitor 2,TIMP2,sp|P16035|TIMP2_HUMAN Metalloproteinase inhibitor 2 OS=Homo sapiens OX=9606 GN=TIMP2 PE=1 SV=2
197814800,145545840,217939024,221237360,160322496,194234976,267573440,188647632,183378320,261036048,122258528,224919792,159670704,177798528,173074208,P16070,CD44 antigen,CD44,sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3
480360032,472740224,526333536,475342944,379551744,468476128,483598656,340845664,476975296,498852640,388426656,428496960,467360992,367466624,488116192,P16870,Carboxypeptidase E,CPE,sp|P16870|CBPE_HUMAN Carboxypeptidase E OS=Homo sapiens OX=9606 GN=CPE PE=1 SV=1
0,0,0,0,0,4738656.5,3571729.5,0,0,3693378,0,0,0,0,0,P17174,"Aspartate aminotransferase, cytoplasmic",GOT1,"sp|P17174|AATC_HUMAN Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3"
0,0,16862924,17635298,19496168,12056567,10931689,11173030,10162885,11153074,14585142,11107222,22319188,34536664,20960686,P17677,Neuromodulin,GAP43,sp|P17677|NEUM_HUMAN Neuromodulin OS=Homo sapiens OX=9606 GN=GAP43 PE=1 SV=1
568592640,597964608,691599488,666502592,514652832,480036960,432430624,384279456,397700160,492060288,740834560,733203712,766636416,841589760,651233152,P17900,Ganglioside GM2 activator;Ganglioside GM2 activator isoform short,GM2A,sp|P17900|SAP3_HUMAN Ganglioside GM2 activator OS=Homo sapiens OX=9606 GN=GM2A PE=1 SV=4
16121172,0,0,0,0,6423577.5,0,0,4453836,0,14158798,11145172,9906174,12969100,0,P17936,Insulin-like growth factor-binding protein 3,IGFBP3,sp|P17936|IBP3_HUMAN Insulin-like growth factor-binding protein 3 OS=Homo sapiens OX=9606 GN=IGFBP3 PE=1 SV=2
753956736,755995968,559291456,680369856,723979072,517671776,501203840,627451584,519571936,498695904,692564544,791721344,836552704,726907136,808441088,P18065,Insulin-like growth factor-binding protein 2,IGFBP2,sp|P18065|IBP2_HUMAN Insulin-like growth factor-binding protein 2 OS=Homo sapiens OX=9606 GN=IGFBP2 PE=1 SV=2
0,0,0,0,0,4174042.5,3322384.25,8485022,6797144.5,0,0,0,0,0,0,P18428,Lipopolysaccharide-binding protein,LBP,sp|P18428|LBP_HUMAN Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3
0,0,0,0,0,3518284.5,10622252,4400029.5,3193832.25,4326845,0,0,0,0,0,P18669,Phosphoglycerate mutase 1,PGAM1,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2
196663936,148239872,139894336,143003344,157640832,203119440,119466008,99875184,107348328,142305408,178519440,180939216,205483824,171221280,141458448,P19021,Peptidyl-glycine alpha-amidating monooxygenase;Peptidylglycine alpha-hydroxylating monooxygenase;Peptidyl-alpha-hydroxyglycine alpha-amidating lyase,PAM,sp|P19021|AMD_HUMAN Peptidyl-glycine alpha-amidating monooxygenase OS=Homo sapiens OX=9606 GN=PAM PE=1 SV=2
334871520,265778768,311352800,366449664,340924352,623733504,522473696,402024640,385779296,335835744,720068672,404158880,642069440,413927488,344821088,P19022,Cadherin-2,CDH2,sp|P19022|CADH2_HUMAN Cadherin-2 OS=Homo sapiens OX=9606 GN=CDH2 PE=1 SV=4
33098312,29575496,25466920,19605686,26707794,24134286,25425602,20522380,28579062,25400334,21713546,18216624,27257244,23692026,31379842,P19320,Vascular cell adhesion protein 1,VCAM1,sp|P19320|VCAM1_HUMAN Vascular cell adhesion protein 1 OS=Homo sapiens OX=9606 GN=VCAM1 PE=1 SV=1
662879616,1144086272,1049450752,750792576,890701568,794754816,519315936,644537344,818072512,1201831680,661476928,967704384,720440512,766020224,660118848,P19652,Alpha-1-acid glycoprotein 2,ORM2,sp|P19652|A1AG2_HUMAN Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2
571593728,681465792,619171584,609819264,870441152,273762880,426674880,340201216,278801568,506501888,519944096,687512832,728096768,1028205696,1274023424,P19823,Inter-alpha-trypsin inhibitor heavy chain H2,ITIH2,sp|P19823|ITIH2_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=2
263653904,230865824,270076032,273170400,399031104,188045280,169514576,189097264,156070256,223134624,235625696,220704912,235230528,283155040,364091712,P19827,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,sp|P19827|ITIH1_HUMAN Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3
29160336,13183502,19848592,22843726,27865194,15629666,7295431.5,11301922,11554920,35296296,24073754,49351660,25044912,12329085,20882192,P20062,Transcobalamin-2,TCN2,sp|P20062|TCO2_HUMAN Transcobalamin-2 OS=Homo sapiens OX=9606 GN=TCN2 PE=1 SV=3
0,0,0,0,0,17508648,13882432,0,19212874,0,0,0,0,0,0,P20472,Parvalbumin alpha,PVALB,sp|P20472|PRVA_HUMAN Parvalbumin alpha OS=Homo sapiens OX=9606 GN=PVALB PE=1 SV=2
887571328,789035392,750685440,696388544,776476288,486392192,527754176,481743136,446834944,490701792,807144576,731685696,851465984,522995584,808264640,P20774,Mimecan,OGN,sp|P20774|MIME_HUMAN Mimecan OS=Homo sapiens OX=9606 GN=OGN PE=1 SV=1
27884212,26220952,14708551,23936494,0,21699796,23582708,28678578,27515204,37237868,7775577.5,27115962,0,7188810.5,0,P21246,Pleiotrophin,PTN,sp|P21246|PTN_HUMAN Pleiotrophin OS=Homo sapiens OX=9606 GN=PTN PE=1 SV=1
27098704,26424714,34421144,38415120,21853338,22142180,20411240,24651436,16017070,24550764,37292880,32917128,36458856,23946374,26939216,P21802,Fibroblast growth factor receptor 2,FGFR2,sp|P21802|FGFR2_HUMAN Fibroblast growth factor receptor 2 OS=Homo sapiens OX=9606 GN=FGFR2 PE=1 SV=1
25067084,25507104,22784624,0,0,22135742,22444232,31902388,24909806,26743134,0,0,0,0,0,P22105,Tenascin-X,TNXB,sp|P22105|TENX_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=5
18679682,20381614,30428472,26705688,0,20150074,20208470,13374393,12593838,24510010,31559284,28451774,0,17804534,0,P22304,Iduronate 2-sulfatase;Iduronate 2-sulfatase 42 kDa chain;Iduronate 2-sulfatase 14 kDa chain,IDS,sp|P22304|IDS_HUMAN Iduronate 2-sulfatase OS=Homo sapiens OX=9606 GN=IDS PE=1 SV=1
89652240,59495608,83574064,60779564,46932720,78833520,75842752,70519176,51896600,68670872,108034800,94561792,85360312,88473464,87381576,P22352,Glutathione peroxidase 3,GPX3,sp|P22352|GPX3_HUMAN Glutathione peroxidase 3 OS=Homo sapiens OX=9606 GN=GPX3 PE=1 SV=2
204993984,153436464,149801552,172301424,189648048,122000424,144601184,164218016,152942096,80849072,158476368,157322176,192695984,166816352,181781280,P22692,Insulin-like growth factor-binding protein 4,IGFBP4,sp|P22692|IBP4_HUMAN Insulin-like growth factor-binding protein 4 OS=Homo sapiens OX=9606 GN=IGFBP4 PE=1 SV=2
0,0,0,0,0,4097981.75,0,0,10650006,5356359.5,0,0,0,0,0,P22792,Carboxypeptidase N subunit 2,CPN2,sp|P22792|CPN2_HUMAN Carboxypeptidase N subunit 2 OS=Homo sapiens OX=9606 GN=CPN2 PE=1 SV=3
2237000192,1629271040,1876654080,2021213952,1794278912,1845411584,1804029696,1888274816,1525475456,1630482560,1836251648,2215625728,2072288000,1543476608,1893043200,P23142,Fibulin-1,FBLN1,sp|P23142|FBLN1_HUMAN Fibulin-1 OS=Homo sapiens OX=9606 GN=FBLN1 PE=1 SV=4
127821128,82692960,120542496,149306464,108334136,87556112,71393400,85320824,63194644,58910760,137067264,142489088,119696080,77327384,90644792,P23284,Peptidyl-prolyl cis-trans isomerase B,PPIB,sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2
42540060,40247672,54031088,58540776,25311338,37710224,31314414,24203310,21046094,18369706,39678816,45033040,29594050,33084054,59031236,P23435,Cerebellin-1;Cerebellin;[des-Ser1]-cerebellin,CBLN1,sp|P23435|CBLN1_HUMAN Cerebellin-1 OS=Homo sapiens OX=9606 GN=CBLN1 PE=1 SV=1
26281882,20456828,19171962,21861728,17567404,38826760,33518494,23845110,36475576,26718054,30049620,56248292,56376888,29270722,32698360,P23468,Receptor-type tyrosine-protein phosphatase delta,PTPRD,sp|P23468|PTPRD_HUMAN Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens OX=9606 GN=PTPRD PE=1 SV=2
27015196,19693748,17526252,23806554,22010260,37562152,29396538,10158226,15164573,24925912,30432166,12752193,32435792,28202460,20133414,P23470,Receptor-type tyrosine-protein phosphatase gamma,PTPRG,sp|P23470|PTPRG_HUMAN Receptor-type tyrosine-protein phosphatase gamma OS=Homo sapiens OX=9606 GN=PTPRG PE=1 SV=4
